Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
32,0,1,Sales,1,3,Medical,1744,1,2,Sales Executive,0,136640.0,3,0.14,0,10,6,7,7,7,3.0,4.0,3.0,3,3
47,0,1,Research & Development,2,3,Medical,1745,0,5,Sales Executive,0,50210.0,2,0.17,0,20,3,7,1,7,4.0,1.0,3.0,3,3
40,0,2,Research & Development,3,4,Medical,1746,0,3,Human Resources,1,51260.0,5,0.18,0,20,2,18,1,12,4.0,1.0,3.0,3,3
53,0,1,Research & Development,7,1,Life Sciences,1747,1,2,Laboratory Technician,1,28590.0,3,0.18,1,32,2,5,1,3,3.0,3.0,3.0,3,3
41,0,1,Sales,6,3,Medical,1748,1,1,Sales Executive,2,102390.0,3,0.24,3,23,3,21,12,6,2.0,4.0,2.0,3,4
60,0,1,Research & Development,8,2,Life Sciences,1749,0,5,Laboratory Technician,0,53290.0,8,0.2,0,10,3,2,2,2,1.0,1.0,3.0,4,4
27,0,2,Research & Development,29,1,Life Sciences,1750,1,2,Manufacturing Director,2,43250.0,1,0.14,0,9,2,9,1,7,4.0,1.0,2.0,2,3
41,0,1,Research & Development,3,3,Medical,1751,1,1,Manufacturing Director,1,72600.0,1,0.16,0,22,2,22,2,10,4.0,3.0,3.0,3,3
50,0,1,Sales,9,3,Life Sciences,1752,1,2,Research Scientist,1,23220.0,7,0.25,1,4,0,2,2,2,4.0,2.0,3.0,4,4
28,1,1,Sales,2,4,Life Sciences,1753,1,3,Research Scientist,0,20750.0,7,0.18,3,10,0,7,3,7,1.0,2.0,3.0,2,3
36,0,0,Research & Development,10,4,Technical Degree,1754,0,2,Research Scientist,1,41520.0,9,0.19,1,10,3,8,0,5,1.0,1.0,3.0,3,3
38,0,1,Research & Development,1,3,Medical,1755,0,3,Manager,0,96190.0,4,0.13,1,10,2,1,0,0,3.0,3.0,4.0,3,3
44,0,0,Research & Development,8,2,Life Sciences,1756,1,1,Research Scientist,0,135030.0,2,0.12,0,9,6,5,1,4,1.0,3.0,3.0,2,3
47,0,2,Research & Development,27,3,Life Sciences,1757,1,1,Research Scientist,2,54410.0,9,0.22,1,28,6,22,11,13,4.0,3.0,2.0,2,4
30,0,1,Research & Development,8,3,Life Sciences,1758,1,2,Sales Executive,2,52090.0,7,0.14,1,10,3,8,7,7,3.0,4.0,2.0,3,3
29,0,1,Research & Development,1,2,Medical,1759,0,1,Sales Executive,0,106730.0,1,0.13,3,1,2,1,0,0,3.0,3.0,3.0,3,3
42,1,2,Research & Development,10,1,Life Sciences,1760,0,1,Sales Executive,2,50100.0,6,0.21,3,7,3,2,2,2,3.0,3.0,3.0,3,4
43,0,2,Research & Development,26,1,Life Sciences,1761,1,1,Laboratory Technician,1,135490.0,3,0.11,2,7,3,2,2,2,4.0,4.0,3.0,3,3
34,0,1,Research & Development,2,5,Technical Degree,1762,1,2,Healthcare Representative,0,49990.0,3,0.12,2,10,2,5,4,3,2.0,3.0,3.0,4,3
23,0,1,Sales,13,3,Marketing,1763,1,5,Sales Executive,1,42210.0,1,0.11,1,5,4,4,0,2,2.0,1.0,4.0,3,3
39,0,1,Sales,2,4,Marketing,1764,0,4,Healthcare Representative,1,138720.0,9,0.12,3,12,3,8,3,6,3.0,2.0,1.0,2,3
56,0,1,Research & Development,2,4,Medical,1765,1,1,Manager,1,20420.0,7,0.12,0,30,6,10,1,1,3.0,4.0,2.0,3,3
40,0,1,Sales,9,3,Marketing,1766,1,2,Research Scientist,0,20730.0,0,0.14,0,5,3,4,2,3,4.0,4.0,2.0,3,3
27,0,1,Research & Development,10,3,Life Sciences,1767,0,1,Laboratory Technician,0,29560.0,8,0.13,0,9,6,7,0,7,4.0,1.0,1.0,3,3
29,0,1,Sales,20,3,Marketing,1768,0,2,Manager,2,29260.0,1,0.15,1,2,3,2,2,2,4.0,2.0,3.0,2,3
53,0,1,Research & Development,9,3,Life Sciences,1769,0,3,Laboratory Technician,0,48090.0,2,0.18,0,19,2,2,2,2,4.0,4.0,3.0,3,3
35,0,0,Research & Development,5,1,Medical,1770,1,1,Healthcare Representative,2,51630.0,2,0.18,2,16,4,1,0,0,4.0,1.0,4.0,3,3
32,0,2,Sales,4,4,Life Sciences,1771,1,2,Sales Executive,1,188440.0,1,0.19,0,10,3,10,4,7,1.0,4.0,3.0,1,3
38,0,1,Sales,10,3,Medical,1772,1,4,Laboratory Technician,1,181720.0,6,0.12,2,6,5,1,0,1,4.0,3.0,1.0,3,3
34,0,1,Research & Development,20,3,Medical,1773,0,3,Laboratory Technician,2,57440.0,3,0.19,1,7,4,0,0,0,2.0,1.0,3.0,2,3
52,0,1,Sales,21,5,Technical Degree,1774,1,3,Manager,1,28890.0,1,0.11,1,34,2,34,1,16,3.0,1.0,4.0,3,3
33,1,1,Research & Development,1,2,Medical,1775,1,3,Laboratory Technician,0,28710.0,1,0.17,3,10,2,10,7,8,4.0,4.0,2.0,3,3
25,0,1,Research & Development,8,3,Life Sciences,1776,1,2,Research Scientist,0,74840.0,1,0.15,0,6,3,6,1,4,3.0,4.0,2.0,3,3
45,0,1,Sales,2,3,Life Sciences,1777,1,3,Healthcare Representative,0,60740.0,0,0.14,0,9,2,8,3,1,2.0,3.0,3.0,3,3
23,0,1,Research & Development,23,1,Life Sciences,1778,0,2,Research Scientist,0,173280.0,1,0.17,1,2,2,2,0,2,1.0,3.0,3.0,1,3
47,1,2,Research & Development,4,3,Life Sciences,1779,1,1,Research Director,0,27740.0,4,0.13,1,8,2,5,1,3,2.0,3.0,3.0,3,3
34,0,1,Research & Development,12,3,Technical Degree,1780,1,1,Research Scientist,0,45050.0,1,0.12,0,6,3,6,1,4,4.0,4.0,3.0,3,3
55,1,1,Human Resources,7,3,Human Resources,1781,1,4,Laboratory Technician,1,74280.0,5,0.12,0,24,2,5,1,4,4.0,1.0,3.0,3,3
36,0,0,Research & Development,7,2,Life Sciences,1782,1,5,Sales Executive,0,116310.0,1,0.18,1,10,2,10,0,9,1.0,1.0,3.0,1,3
52,0,0,Research & Development,1,4,Life Sciences,1783,1,5,Sales Executive,1,97380.0,0,0.18,2,5,2,4,1,2,4.0,4.0,3.0,3,3
26,0,2,Research & Development,2,2,Life Sciences,1784,1,1,Manufacturing Director,2,28350.0,3,0.11,1,5,2,2,2,0,1.0,4.0,3.0,3,3
29,0,1,Research & Development,10,2,Medical,1785,1,3,Manufacturing Director,1,169590.0,4,0.14,3,11,5,8,1,1,2.0,3.0,2.0,3,3
26,1,1,Research & Development,15,2,Life Sciences,1786,1,2,Laboratory Technician,0,26130.0,6,0.19,1,6,2,4,1,2,4.0,1.0,3.0,3,3
34,0,1,Research & Development,14,4,Technical Degree,1787,1,2,Manufacturing Director,0,61460.0,2,0.12,0,10,3,4,1,3,2.0,4.0,3.0,3,3
54,0,1,Research & Development,18,4,Medical,1788,0,2,Laboratory Technician,2,49630.0,9,0.15,1,9,2,5,1,4,4.0,1.0,3.0,3,3
27,0,2,Research & Development,13,2,Life Sciences,1789,0,4,Research Scientist,1,195370.0,0,0.12,0,5,5,4,1,1,3.0,4.0,3.0,3,3
37,0,1,Sales,2,4,Technical Degree,1790,1,2,Manufacturing Director,2,61720.0,0,0.11,0,6,1,5,4,3,4.0,1.0,2.0,3,3
38,0,2,Sales,2,4,Life Sciences,1791,0,2,Research Scientist,0,23680.0,6,0.11,1,17,3,15,4,12,1.0,1.0,3.0,3,3
34,0,1,Sales,2,3,Marketing,1792,1,1,Sales Representative,0,103120.0,1,0.12,0,6,2,6,1,3,3.0,1.0,3.0,3,3
35,0,1,Research & Development,5,4,Medical,1793,1,3,Manager,1,16750.0,1,0.16,0,3,6,3,0,2,1.0,4.0,2.0,2,3
30,0,1,Research & Development,20,3,Medical,1794,1,1,Laboratory Technician,1,25230.0,3,0.13,1,7,2,2,0,2,4.0,3.0,3.0,3,3
40,0,2,Research & Development,10,4,Medical,1795,1,2,Manufacturing Director,1,65670.0,1,0.13,1,8,3,8,3,7,3.0,2.0,3.0,4,3
34,0,1,Research & Development,10,3,Life Sciences,1796,1,3,Healthcare Representative,1,47390.0,5,0.24,2,6,2,3,1,2,3.0,1.0,3.0,3,4
42,0,2,Research & Development,9,4,Medical,1797,1,1,Manufacturing Director,2,92080.0,1,0.15,1,24,2,24,14,9,2.0,4.0,2.0,4,3
23,1,1,Sales,2,3,Medical,1798,0,4,Manufacturing Director,1,45590.0,1,0.18,1,1,2,0,0,0,3.0,1.0,3.0,2,3
24,0,0,Sales,1,5,Marketing,1799,0,1,Manufacturing Director,2,81890.0,1,0.14,1,1,3,1,0,0,3.0,2.0,3.0,3,3
52,0,1,Research & Development,29,3,Life Sciences,1800,1,2,Manufacturing Director,1,29420.0,8,0.11,1,9,1,5,1,4,4.0,3.0,3.0,2,3
50,0,1,Research & Development,8,4,Life Sciences,1801,1,2,Sales Executive,1,49410.0,5,0.11,1,30,3,4,0,3,3.0,3.0,3.0,1,3
29,1,1,Sales,2,4,Marketing,1802,0,4,Research Scientist,1,106500.0,1,0.13,2,1,2,1,0,0,2.0,1.0,3.0,4,3
33,0,1,Research & Development,3,4,Life Sciences,1803,1,4,Manufacturing Director,1,59020.0,0,0.12,1,14,2,13,3,7,3.0,3.0,4.0,3,3
33,1,1,Research & Development,23,5,Life Sciences,1804,1,1,Human Resources,0,86390.0,5,0.16,2,6,3,3,0,2,1.0,1.0,3.0,2,3
47,0,1,Research & Development,6,4,Other,1805,1,2,Manager,1,63470.0,1,0.14,0,26,2,26,3,0,3.0,4.0,2.0,4,3
36,0,1,Sales,6,3,Medical,1806,0,2,Sales Executive,1,42000.0,0,0.22,0,10,3,9,0,5,3.0,2.0,3.0,3,4
29,0,1,Research & Development,10,3,Other,1807,1,1,Research Scientist,1,34520.0,1,0.11,0,10,3,10,0,7,3.0,3.0,3.0,2,3
58,1,1,Research & Development,24,3,Other,1808,0,2,Research Scientist,0,43170.0,7,0.17,0,40,2,31,13,8,4.0,2.0,3.0,3,3
35,0,1,Sales,10,4,Marketing,1809,0,1,Research Scientist,0,26320.0,3,0.13,3,7,3,2,2,2,4.0,3.0,3.0,4,3
42,0,1,Sales,15,1,Marketing,1810,1,2,Laboratory Technician,1,46680.0,9,0.18,2,8,2,4,0,2,4.0,4.0,3.0,3,3
28,1,1,Research & Development,19,4,Medical,1811,0,2,Sales Executive,0,32040.0,6,0.16,1,5,4,2,2,1,3.0,3.0,2.0,2,3
36,0,1,Research & Development,2,3,Life Sciences,1812,1,2,Healthcare Representative,1,27200.0,4,0.14,1,8,3,5,0,4,3.0,2.0,3.0,3,3
32,0,1,Research & Development,3,1,Medical,1813,1,2,Manufacturing Director,1,171810.0,1,0.14,0,14,2,14,6,8,3.0,3.0,3.0,2,3
40,0,2,Sales,9,3,Marketing,1814,1,3,Manufacturing Director,0,22380.0,6,0.14,0,10,3,1,0,0,1.0,3.0,3.0,3,3
30,0,1,Research & Development,7,3,Technical Degree,1815,1,2,Research Director,0,14830.0,5,0.13,0,12,3,0,0,0,3.0,4.0,2.0,3,3
45,0,1,Research & Development,10,4,Life Sciences,1816,1,1,Research Director,0,56050.0,1,0.12,2,1,2,1,0,0,2.0,3.0,3.0,3,3
42,0,1,Research & Development,20,2,Medical,1817,1,2,Sales Representative,1,72950.0,1,0.15,0,10,3,9,7,8,2.0,2.0,2.0,3,3
38,0,2,Sales,4,3,Medical,1818,1,2,Research Scientist,2,23060.0,2,0.19,1,13,5,4,1,2,1.0,1.0,2.0,3,3
34,0,2,Research & Development,7,4,Life Sciences,1819,1,3,Laboratory Technician,0,23480.0,1,0.14,1,6,3,5,1,3,3.0,4.0,3.0,3,3
49,1,1,Sales,7,2,Life Sciences,1820,0,2,Healthcare Representative,1,89980.0,1,0.14,2,9,2,9,7,7,3.0,4.0,4.0,4,3
55,1,1,Human Resources,16,3,Technical Degree,1821,1,4,Manufacturing Director,0,43190.0,4,0.11,0,12,3,9,7,3,3.0,4.0,2.0,4,3
43,0,1,Research & Development,25,2,Medical,1822,1,2,Healthcare Representative,1,61320.0,6,0.13,0,22,3,4,1,0,2.0,1.0,3.0,2,3
27,0,1,Sales,2,4,Medical,1823,1,2,Manager,2,33460.0,1,0.21,1,9,2,9,0,8,3.0,4.0,3.0,2,4
35,0,1,Research & Development,1,3,Medical,1824,1,1,Research Director,0,108550.0,3,0.13,1,17,2,8,1,6,3.0,3.0,4.0,3,3
28,0,1,Sales,1,2,Technical Degree,1825,0,1,Sales Executive,1,22310.0,1,0.12,0,8,3,8,7,5,2.0,2.0,3.0,2,3
34,0,1,Sales,2,5,Life Sciences,1826,1,4,Research Scientist,1,23230.0,0,0.17,0,4,2,3,0,2,3.0,4.0,1.0,3,3
26,1,2,Research & Development,22,4,Other,1827,0,1,Sales Executive,1,20240.0,1,0.23,0,8,2,8,1,7,3.0,3.0,3.0,3,4
27,0,0,Sales,1,3,Technical Degree,1828,0,1,Sales Executive,1,27130.0,1,0.11,0,0,2,0,0,0,4.0,4.0,2.0,3,3
51,0,1,Sales,16,3,Medical,1829,1,3,Research Scientist,1,94390.0,2,0.15,3,29,0,20,4,17,1.0,3.0,2.0,3,3
44,0,1,Sales,24,5,Medical,1830,0,1,Sales Executive,0,25660.0,9,0.11,1,10,3,5,2,3,4.0,2.0,2.0,3,3
25,0,1,Research & Development,17,3,Medical,1831,1,1,Laboratory Technician,0,199260.0,7,0.11,3,6,5,4,0,1,1.0,1.0,2.0,4,3
33,0,1,Research & Development,8,4,Life Sciences,1832,1,3,Laboratory Technician,2,24510.0,1,0.13,1,9,3,9,0,8,1.0,1.0,3.0,2,3
35,0,1,Sales,6,4,Medical,1833,0,2,Manager,0,94190.0,1,0.24,1,6,5,6,1,1,3.0,1.0,2.0,2,4
36,0,1,Sales,10,4,Marketing,1834,1,3,Manager,1,86860.0,1,0.13,0,18,2,18,4,11,2.0,4.0,2.0,3,3
32,0,1,Research & Development,3,4,Medical,1835,0,4,Sales Executive,2,30380.0,2,0.2,0,8,3,5,0,3,2.0,4.0,2.0,3,4
30,0,2,Research & Development,4,5,Medical,1836,1,5,Sales Representative,2,30580.0,9,0.14,1,10,2,5,0,3,2.0,4.0,2.0,3,3
53,0,1,Sales,6,3,Marketing,1837,1,4,Sales Executive,1,23250.0,7,0.18,1,35,1,5,0,4,1.0,4.0,3.0,4,3
45,0,1,Research & Development,1,5,Technical Degree,1838,1,2,Healthcare Representative,2,20880.0,4,0.15,3,18,2,5,0,2,4.0,1.0,3.0,3,3
32,0,1,Sales,10,3,Marketing,1839,0,1,Human Resources,1,30720.0,5,0.12,0,9,4,5,1,3,3.0,3.0,2.0,1,3
52,0,2,Research & Development,1,1,Life Sciences,1840,1,2,Laboratory Technician,1,50060.0,3,0.16,1,31,2,9,0,0,3.0,4.0,3.0,3,3
37,0,1,Sales,24,2,Life Sciences,1841,0,4,Laboratory Technician,2,42570.0,4,0.15,0,9,2,1,0,0,4.0,3.0,3.0,3,3
28,0,1,Research & Development,21,4,Life Sciences,1842,0,1,Healthcare Representative,2,25000.0,1,0.16,2,6,3,5,0,4,2.0,4.0,3.0,3,3
22,0,1,Research & Development,2,2,Life Sciences,1843,1,1,Sales Representative,1,11020.0,6,0.19,0,4,3,2,2,2,4.0,4.0,1.0,2,3
44,0,1,Research & Development,22,3,Medical,1844,0,1,Laboratory Technician,1,104530.0,2,0.11,1,10,2,3,0,2,1.0,4.0,2.0,3,3
42,0,2,Sales,13,4,Life Sciences,1845,0,2,Laboratory Technician,0,22880.0,5,0.16,1,8,4,2,2,2,2.0,4.0,3.0,2,3
36,0,1,Research & Development,14,3,Other,1846,1,2,Research Scientist,1,39290.0,0,0.24,0,6,6,5,0,3,1.0,1.0,3.0,2,4
25,0,1,Sales,11,3,Life Sciences,1847,0,1,Laboratory Technician,1,23110.0,1,0.11,1,5,2,5,0,3,3.0,1.0,3.0,3,3
35,0,1,Research & Development,9,2,Life Sciences,1848,0,1,Healthcare Representative,1,31400.0,1,0.13,1,17,2,17,5,15,4.0,3.0,3.0,2,3
35,1,2,Sales,8,2,Marketing,1849,0,1,Laboratory Technician,2,36900.0,1,0.13,1,10,2,10,7,8,4.0,2.0,3.0,4,3
32,0,0,Research & Development,21,3,Life Sciences,1850,1,1,Sales Executive,2,44500.0,0,0.13,0,4,3,3,0,2,4.0,4.0,3.0,3,3
25,0,1,Sales,5,3,Marketing,1851,0,4,Research Scientist,1,27560.0,1,0.12,2,5,2,5,0,3,3.0,1.0,4.0,3,3
49,0,1,Sales,9,3,Technical Degree,1852,0,2,Sales Representative,1,190330.0,2,0.18,1,7,5,4,0,2,3.0,1.0,3.0,3,3
24,0,0,Research & Development,2,5,Technical Degree,1853,1,2,Healthcare Representative,1,187220.0,0,0.22,1,6,3,5,3,4,1.0,4.0,2.0,3,4
32,0,2,Research & Development,12,5,Medical,1854,1,1,Research Scientist,1,95470.0,1,0.13,1,10,3,10,5,3,2.0,2.0,3.0,2,3
38,0,1,Sales,22,2,Medical,1855,1,1,Sales Executive,1,137340.0,0,0.13,0,3,3,2,1,2,2.0,2.0,3.0,4,3
42,0,1,Research & Development,18,1,Technical Degree,1856,0,2,Research Scientist,1,199990.0,2,0.23,1,17,6,5,1,3,3.0,4.0,2.0,3,4
31,0,1,Research & Development,16,3,Life Sciences,1857,0,3,Sales Executive,1,22790.0,3,0.12,1,8,3,6,0,2,4.0,4.0,3.0,3,3
29,1,1,Sales,3,3,Marketing,1858,1,3,Laboratory Technician,2,59160.0,6,0.12,0,5,2,3,0,2,2.0,3.0,3.0,3,3
53,0,1,Research & Development,9,3,Life Sciences,1859,1,1,Sales Representative,1,20890.0,5,0.16,0,28,2,2,2,2,1.0,4.0,3.0,2,3
35,0,1,Research & Development,1,3,Life Sciences,1860,1,3,Healthcare Representative,1,167920.0,3,0.12,1,16,3,13,4,8,4.0,2.0,3.0,4,3
37,0,2,Research & Development,13,4,Life Sciences,1861,0,3,Human Resources,1,35640.0,5,0.11,0,10,1,5,0,0,3.0,4.0,3.0,1,3
53,0,1,Research & Development,1,1,Medical,1862,1,1,Sales Executive,0,44250.0,6,0.22,1,33,2,12,3,8,4.0,4.0,3.0,4,4
43,0,2,Research & Development,1,3,Medical,1863,1,1,Laboratory Technician,1,52650.0,4,0.11,1,12,4,5,2,2,4.0,4.0,2.0,3,3
47,0,1,Sales,15,4,Marketing,1864,0,3,Research Director,1,65530.0,0,0.15,0,8,2,7,7,7,3.0,4.0,3.0,3,3
37,0,0,Research & Development,1,5,Medical,1865,0,2,Research Scientist,0,62610.0,1,0.12,0,10,1,10,0,9,1.0,2.0,3.0,3,3
50,0,0,Research & Development,17,3,Medical,1866,0,1,Laboratory Technician,2,42980.0,1,0.2,1,31,6,31,14,7,1.0,1.0,3.0,3,4
39,0,1,Research & Development,1,3,Other,1867,0,3,Human Resources,1,68040.0,8,0.14,1,13,3,5,0,4,4.0,4.0,3.0,2,3
33,0,1,Sales,7,3,Life Sciences,1868,1,2,Manufacturing Director,2,38150.0,3,0.11,1,7,3,4,0,3,4.0,2.0,4.0,3,3
32,1,1,Research & Development,9,1,Medical,1869,0,1,Laboratory Technician,0,27410.0,1,0.15,1,1,5,1,0,1,1.0,4.0,1.0,2,3
29,0,1,Research & Development,5,4,Life Sciences,1870,0,4,Healthcare Representative,2,66730.0,6,0.12,1,8,2,4,0,3,1.0,4.0,3.0,4,3
44,0,1,Research & Development,26,2,Life Sciences,1871,1,2,Manufacturing Director,1,76390.0,1,0.14,0,8,6,8,7,1,2.0,1.0,3.0,3,3
28,0,1,Sales,24,5,Life Sciences,1872,0,1,Research Scientist,0,23280.0,1,0.11,2,4,3,4,0,2,1.0,4.0,3.0,3,3
58,1,2,Sales,9,2,Technical Degree,1873,1,1,Sales Executive,2,21530.0,9,0.11,0,3,3,1,0,0,4.0,4.0,2.0,3,3
43,0,1,Sales,7,4,Marketing,1874,1,2,Sales Executive,2,48760.0,4,0.16,2,4,4,1,0,0,1.0,2.0,4.0,3,3
20,1,1,Research & Development,11,3,Medical,1875,1,2,Sales Executive,0,93960.0,1,0.12,0,2,6,2,0,2,3.0,3.0,2.0,1,3
21,1,1,Research & Development,1,3,Medical,1876,1,2,Sales Executive,0,104000.0,1,0.13,1,1,2,1,0,0,4.0,4.0,2.0,3,3
36,0,1,Research & Development,26,4,Medical,1877,1,1,Laboratory Technician,1,84740.0,0,0.14,0,17,3,16,4,11,3.0,4.0,2.0,3,3
47,0,1,Research & Development,2,3,Life Sciences,1878,1,2,Manufacturing Director,0,99810.0,1,0.21,1,3,3,3,1,2,4.0,4.0,2.0,3,4
22,1,1,Research & Development,15,4,Life Sciences,1879,0,1,Laboratory Technician,1,124900.0,0,0.13,0,4,3,3,0,2,2.0,3.0,4.0,3,3
41,1,1,Research & Development,23,3,Life Sciences,1880,0,2,Sales Executive,2,26570.0,4,0.11,0,10,3,7,1,0,2.0,4.0,2.0,4,3
28,0,1,Research & Development,10,3,Life Sciences,1881,0,3,Manager,2,135910.0,5,0.2,1,6,2,2,2,2,3.0,3.0,3.0,3,4
39,1,1,Research & Development,10,4,Life Sciences,1882,0,4,Human Resources,1,66960.0,7,0.11,0,8,3,2,2,2,4.0,1.0,1.0,3,3
27,0,1,Research & Development,1,3,Medical,1883,1,1,Research Scientist,0,20580.0,1,0.14,1,1,5,1,0,0,2.0,3.0,3.0,3,3
34,0,1,Research & Development,12,2,Technical Degree,1884,1,2,Human Resources,2,88650.0,1,0.11,1,1,0,1,1,0,2.0,2.0,3.0,3,3
42,0,1,Sales,11,1,Technical Degree,1885,1,2,Human Resources,0,59400.0,7,0.16,0,10,2,5,0,3,3.0,3.0,3.0,2,3
33,0,1,Sales,2,3,Marketing,1886,0,1,Sales Executive,0,59140.0,3,0.16,1,6,4,3,0,2,3.0,1.0,3.0,3,3
58,0,1,Research & Development,2,4,Life Sciences,1887,1,1,Research Scientist,2,26220.0,2,0.23,0,24,3,6,0,4,3.0,2.0,3.0,3,4
31,0,1,Sales,1,3,Life Sciences,1888,0,1,Sales Representative,1,121850.0,3,0.14,0,13,2,7,5,2,2.0,3.0,4.0,3,3
35,0,1,Research & Development,2,1,Life Sciences,1889,1,3,Healthcare Representative,1,106090.0,1,0.22,0,10,3,10,0,7,4.0,4.0,1.0,3,4
49,0,1,Research & Development,25,2,Life Sciences,1890,0,2,Sales Executive,1,43450.0,4,0.15,0,29,3,26,1,7,1.0,2.0,2.0,2,3
48,0,1,Research & Development,1,4,Medical,1891,1,1,Research Scientist,1,21770.0,4,0.18,0,13,4,0,0,0,4.0,3.0,2.0,3,3
31,0,0,Research & Development,1,2,Technical Degree,1892,0,2,Sales Executive,1,27930.0,1,0.16,0,9,4,9,0,0,4.0,3.0,2.0,3,3
36,0,1,Human Resources,2,4,Technical Degree,1893,1,1,Sales Executive,0,79180.0,2,0.12,2,8,3,6,0,1,2.0,4.0,3.0,2,3
38,0,1,Sales,6,3,Other,1894,1,2,Sales Executive,1,87890.0,1,0.11,3,15,4,15,5,11,4.0,1.0,3.0,3,3
32,0,0,Sales,18,3,Marketing,1895,1,1,Laboratory Technician,1,23890.0,6,0.12,1,5,4,3,0,2,3.0,2.0,3.0,2,3
25,1,1,Research & Development,1,2,Life Sciences,1896,1,1,Sales Executive,1,32120.0,1,0.15,1,1,3,1,0,0,3.0,2.0,3.0,2,3
40,0,1,Research & Development,1,4,Medical,1897,1,2,Research Scientist,2,192320.0,2,0.14,1,11,3,1,0,0,1.0,2.0,2.0,3,3
26,0,2,Sales,11,3,Marketing,1898,1,2,Healthcare Representative,0,22670.0,1,0.19,3,7,2,7,0,7,3.0,1.0,3.0,2,3
41,0,1,Research & Development,1,4,Medical,1899,1,1,Research Scientist,0,195170.0,2,0.13,0,20,5,18,2,17,4.0,1.0,3.0,3,3
36,0,1,Research & Development,9,3,Life Sciences,1900,0,2,Healthcare Representative,0,24360.0,4,0.13,0,16,3,11,3,9,3.0,3.0,3.0,1,3
19,1,1,Research & Development,15,3,Life Sciences,1901,1,2,Research Scientist,0,160640.0,1,0.15,1,1,3,1,0,0,4.0,2.0,4.0,3,3
20,1,1,Research & Development,29,3,Life Sciences,1902,0,3,Laboratory Technician,0,27070.0,1,0.11,0,1,2,1,0,0,1.0,1.0,3.0,3,3
31,0,1,Research & Development,1,4,Life Sciences,1903,1,4,Research Director,1,190680.0,0,0.12,0,10,1,9,8,5,4.0,4.0,1.0,3,3
40,0,2,Sales,1,3,Marketing,1904,1,1,Research Scientist,2,39310.0,8,0.19,0,3,2,1,0,0,4.0,2.0,3.0,2,3
32,0,1,Research & Development,24,3,Life Sciences,1905,1,4,Laboratory Technician,1,37300.0,1,0.25,1,8,4,8,6,3,3.0,1.0,4.0,3,4
36,1,1,Research & Development,10,3,Medical,1906,1,3,Sales Executive,1,22320.0,1,0.12,1,16,2,16,3,7,3.0,4.0,3.0,3,3
33,0,1,Research & Development,1,4,Medical,1907,0,4,Manufacturing Director,0,44650.0,0,0.13,0,6,3,5,1,4,2.0,4.0,3.0,3,3
37,1,1,Sales,10,4,Marketing,1908,0,3,Human Resources,1,30720.0,5,0.14,0,17,3,14,11,7,1.0,3.0,1.0,2,3
45,0,0,Research & Development,8,1,Life Sciences,1909,1,2,Sales Executive,1,33190.0,1,0.12,1,9,3,9,0,8,3.0,2.0,2.0,3,3
29,0,2,Research & Development,29,1,Life Sciences,1910,1,1,Sales Representative,1,192020.0,1,0.12,0,3,5,3,0,2,3.0,3.0,3.0,3,3
35,0,1,Human Resources,1,3,Human Resources,1911,1,3,Laboratory Technician,1,136750.0,1,0.15,3,5,5,5,1,0,3.0,3.0,3.0,2,3
52,0,1,Research & Development,5,4,Other,1912,1,1,Laboratory Technician,1,29110.0,2,0.17,2,26,3,9,7,8,4.0,4.0,3.0,3,3
58,1,1,Sales,9,2,Medical,1913,0,4,Sales Executive,0,59570.0,4,0.14,1,7,2,1,0,0,4.0,3.0,3.0,1,3
53,0,1,Research & Development,9,3,Technical Degree,1914,1,1,Manager,2,39200.0,6,0.16,1,22,3,17,15,2,3.0,3.0,4.0,3,3
30,0,1,Sales,3,4,Marketing,1915,1,1,Sales Executive,2,64340.0,5,0.14,1,10,3,8,7,7,3.0,3.0,4.0,2,3
38,0,0,Sales,4,3,Life Sciences,1916,1,2,Research Director,0,100480.0,1,0.23,1,6,2,5,1,3,3.0,4.0,3.0,3,4
35,0,1,Sales,1,2,Life Sciences,1917,0,2,Healthcare Representative,2,109380.0,6,0.14,2,12,2,10,0,8,4.0,4.0,3.0,1,3
39,0,1,Sales,1,1,Marketing,1918,1,2,Research Scientist,0,23400.0,0,0.11,1,9,2,8,0,7,1.0,3.0,3.0,2,3
40,1,0,Research & Development,2,4,Life Sciences,1919,1,1,Human Resources,0,65450.0,4,0.15,0,22,2,1,0,0,2.0,2.0,2.0,3,3
47,0,2,Research & Development,7,4,Life Sciences,1920,1,3,Sales Executive,2,69310.0,1,0.11,0,20,3,19,2,7,3.0,3.0,4.0,3,3
36,0,0,Sales,28,1,Life Sciences,1921,1,2,Research Scientist,2,48980.0,4,0.13,1,12,3,7,0,7,1.0,4.0,3.0,3,3
31,1,0,Research & Development,28,4,Medical,1922,1,2,Research Scientist,0,25930.0,0,0.21,0,4,2,3,1,2,3.0,1.0,3.0,3,4
33,0,0,Sales,15,3,Other,1923,1,4,Research Director,0,194360.0,1,0.19,2,10,4,10,6,0,4.0,3.0,3.0,3,3
